  1.0000000000   1.0000000000   0.0000000000   0.5705053741 
  1.0000000000   2.0000000000   0.0000000000   0.6939104765 
  1.0000000000   3.0000000000   0.0000000000   0.5719954199 
  1.0000000000   4.0000000000   1.0000000000   0.9124032625 
  1.0000000000   5.0000000000   0.0000000000   1.2765028086 
  1.0000000000   6.0000000000   0.0000000000   1.0734795833 
  1.0000000000   7.0000000000   0.0000000000   0.8393839770 
  1.0000000000   8.0000000000   0.0000000000   0.8503833490 
  1.0000000000   9.0000000000   0.0000000000   0.5800552396 
  1.0000000000  10.0000000000   0.0000000000   0.6837804306 
  1.0000000000  11.0000000000   1.0000000000   0.8572846125 
  1.0000000000  12.0000000000   0.0000000000   0.9056695637 
  1.0000000000  13.0000000000   0.0000000000   0.8665570021 
  1.0000000000  14.0000000000   0.0000000000   1.0299344880 
  1.0000000000  15.0000000000   0.0000000000   0.9397129533 
  1.0000000000  16.0000000000   0.0000000000   0.9396398610 
  1.0000000000  17.0000000000   0.0000000000   1.2756939651 
  1.0000000000  18.0000000000   0.0000000000   0.7334000475 
  1.0000000000  19.0000000000   1.0000000000   0.9501726939 
  1.0000000000  20.0000000000   1.0000000000   1.4394389496 
  2.0000000000   1.0000000000   1.0000000000   1.3536041770 
  2.0000000000   2.0000000000   0.0000000000   1.2288106026 
  2.0000000000   3.0000000000   0.0000000000   1.2043045224 
  2.0000000000   4.0000000000   0.0000000000   1.2211643273 
  2.0000000000   5.0000000000   0.0000000000   0.7880463218 
  2.0000000000   6.0000000000   1.0000000000   1.0399147894 
  2.0000000000   7.0000000000   0.0000000000   1.4008553582 
  2.0000000000   8.0000000000   0.0000000000   1.0012163792 
  2.0000000000   9.0000000000   1.0000000000   0.9297009893 
  2.0000000000  10.0000000000   0.0000000000   0.7752428909 
  2.0000000000  11.0000000000   0.0000000000   1.4090929036 
  2.0000000000  12.0000000000   0.0000000000   0.6014375372 
  2.0000000000  13.0000000000   0.0000000000   1.0527297566 
  2.0000000000  14.0000000000   0.0000000000   1.2341249033 
  2.0000000000  15.0000000000   1.0000000000   0.9907905064 
  2.0000000000  16.0000000000   0.0000000000   0.8036655032 
  2.0000000000  17.0000000000   0.0000000000   0.5577170830 
  2.0000000000  18.0000000000   0.0000000000   1.2636851647 
  2.0000000000  19.0000000000   1.0000000000   0.7849073359 
  2.0000000000  20.0000000000   0.0000000000   1.1193255337 
  3.0000000000   1.0000000000   0.0000000000   0.5701200170 
  3.0000000000   2.0000000000   1.0000000000   1.2574385467 
  3.0000000000   3.0000000000   1.0000000000   1.1330888714 
  3.0000000000   4.0000000000   1.0000000000   0.9896867883 
  3.0000000000   5.0000000000   0.0000000000   0.6373507157 
  3.0000000000   6.0000000000   0.0000000000   1.4361132083 
  3.0000000000   7.0000000000   0.0000000000   0.5741127026 
  3.0000000000   8.0000000000   0.0000000000   1.1824077389 
  3.0000000000   9.0000000000   0.0000000000   1.4776167767 
  3.0000000000  10.0000000000   0.0000000000   1.3013249121 
  3.0000000000  11.0000000000   0.0000000000   1.0854046433 
  3.0000000000  12.0000000000   0.0000000000   1.3999956429 
  3.0000000000  13.0000000000   0.0000000000   0.9836443830 
  3.0000000000  14.0000000000   1.0000000000   0.9027279036 
  3.0000000000  15.0000000000   1.0000000000   1.3997501568 
  3.0000000000  16.0000000000   0.0000000000   1.3658050785 
  3.0000000000  17.0000000000   0.0000000000   0.9344092598 
  3.0000000000  18.0000000000   0.0000000000   0.8092673521 
  3.0000000000  19.0000000000   1.0000000000   0.9753260943 
  3.0000000000  20.0000000000   1.0000000000   0.9032005419 
  4.0000000000   1.0000000000   0.0000000000   1.1180004440 
  4.0000000000   2.0000000000   1.0000000000   0.9251583552 
  4.0000000000   3.0000000000   0.0000000000   1.4471777459 
  4.0000000000   4.0000000000   0.0000000000   0.7735081075 
  4.0000000000   5.0000000000   0.0000000000   0.8187418664 
  4.0000000000   6.0000000000   0.0000000000   0.5412165045 
  4.0000000000   7.0000000000   0.0000000000   0.6382662035 
  4.0000000000   8.0000000000   1.0000000000   1.2883811512 
  4.0000000000   9.0000000000   0.0000000000   0.8716967460 
  4.0000000000  10.0000000000   1.0000000000   1.2621650153 
  4.0000000000  11.0000000000   0.0000000000   1.4582110369 
  4.0000000000  12.0000000000   1.0000000000   0.9622051346 
  4.0000000000  13.0000000000   1.0000000000   0.7376797972 
  4.0000000000  14.0000000000   0.0000000000   0.7005434174 
  4.0000000000  15.0000000000   1.0000000000   1.2678532819 
  4.0000000000  16.0000000000   1.0000000000   0.7201664534 
  4.0000000000  17.0000000000   1.0000000000   1.3019022495 
  4.0000000000  18.0000000000   1.0000000000   1.0778428090 
  4.0000000000  19.0000000000   1.0000000000   0.5377637413 
  4.0000000000  20.0000000000   0.0000000000   1.4276103473 
  5.0000000000   1.0000000000   1.0000000000   1.3493746789 
  5.0000000000   2.0000000000   1.0000000000   1.1234926737 
  5.0000000000   3.0000000000   1.0000000000   0.8788215979 
  5.0000000000   4.0000000000   1.0000000000   0.7563128725 
  5.0000000000   5.0000000000   1.0000000000   0.9201926533 
  5.0000000000   6.0000000000   1.0000000000   0.9123242588 
  5.0000000000   7.0000000000   0.0000000000   0.7729883404 
  5.0000000000   8.0000000000   0.0000000000   0.6532919372 
  5.0000000000   9.0000000000   1.0000000000   0.9978301888 
  5.0000000000  10.0000000000   1.0000000000   0.5311355169 
  5.0000000000  11.0000000000   1.0000000000   0.5824020016 
  5.0000000000  12.0000000000   0.0000000000   0.9277823989 
  5.0000000000  13.0000000000   1.0000000000   1.2335660197 
  5.0000000000  14.0000000000   1.0000000000   0.7149826100 
  5.0000000000  15.0000000000   1.0000000000   0.6649167095 
  5.0000000000  16.0000000000   1.0000000000   0.7220002247 
  5.0000000000  17.0000000000   0.0000000000   0.6601676801 
