210.9226746568   1.8276463302 
365.6200287031   1.2438970609 
248.1194733742   1.9913020793 
 22.7306050632   1.3295953120 
 79.0116604783   1.8727922451 
326.7900204872   1.7478791252 
400.5589966432   1.7369046507 
 85.9289740328   1.4497640026 
531.2932418861   1.6624627730 
 78.5732495113   1.0833529728 
219.4282996376   1.3430402360 
 61.1830170117   1.2849609344 
256.0706192345   1.8354444683 
 94.3480593414   1.4396756459 
135.6093106706   1.3405642526 
203.4808017418   1.9485868053 
 96.9575933943   1.6880899558 
356.0831369407   1.1697974792 
 64.1876880261   1.3850917916 
107.9113560965   1.1505274507 
113.2694244946   1.9409805287 
153.1509859172   1.8506258689 
114.3247673676   1.2604766225 
 12.4350112296   1.0861308952 
 18.1458281115   1.2643778084 
1751.6646281907   1.7076468552 
 13.2184281529   1.1176417589 
169.6392521691   1.8847547150 
 62.7217703594   1.5780894675 
114.6984650490   1.6069295164 
277.3111525509   1.5893865877 
161.2384060248   1.9460087144 
 70.3664886461   1.3913740146 
 36.1908964062   1.0676381765 
 94.0959450789   1.6717955607 
 20.1110928111   1.7418179135 
 84.1869282591   1.6985096422 
 62.1126617231   1.9981774241 
146.6552584836   1.5128734482 
 45.4199304704   1.9124308494 
 68.5187089948   1.1956521368 
171.4181946173   1.1090949448 
188.2479764322   1.4990321554 
 67.8485760858   1.7344981893 
 57.2507028348   1.8346068517 
128.7236120398   1.2058671657 
 59.8104056796   1.2800541015 
 85.3937807483   1.2893466563 
178.1525366591   1.9791397417 
 61.5609219859   1.8146927124 
395.1619169684   1.6231571611 
 82.3037681395   1.9095732677 
 63.2574306098   1.6794524614 
126.6630333764   1.8444186784 
315.4106213853   1.2367861678 
146.3134951673   1.7320848857 
 79.6276255862   1.8304465248 
 17.6204954582   1.2377247075 
 34.9941595697   1.9547559812 
 20.6141065072   1.4357080809 
 27.0663759582   1.2294015281 
514.5620347389   1.8146898877 
699.2489931653   1.9213711151 
 36.0549551973   1.4914943078 
651.2967034535   1.7986924353 
 98.7645610597   1.7618674589 
446.9046722080   1.6681469295 
 35.5529677191   1.5038453932 
 12.2745740331   1.4891709250 
 81.4832447910   1.4699923322 
 55.9389312918   1.2227573839 
190.5159704675   1.4705843371 
 14.2856752171   1.6298358014 
 90.8985003244   1.6734464215 
437.5686930574   1.6408343546 
 23.2622524557   1.0400964259 
 26.7115392898   1.7394174666 
141.4779480981   1.0946067888 
148.1600616247   1.6012435125 
 98.0334487512   1.0936656580 
 81.6296682590   1.0655014555 
119.3286452000   1.0462016007 
 50.8795663108   1.9554617654 
229.1253374137   1.2311314824 
 23.3078576226   1.3668160338 
277.7538654045   1.6947988980 
248.3684331782   1.3716812616 
175.7530492578   1.9879908492 
165.5072936762   1.7043088584 
172.8570874362   1.9385531778 
 96.5636823989   1.4642649561 
256.5628901057   1.8620705730 
276.4213990092   1.2566376992 
 15.3348163196   1.1023347881 
 35.6250636943   1.0491787398 
 24.4071471036   1.4778950089 
164.9850606444   1.4257002252 
182.4868490153   1.9033671347 
145.1051255755   1.4160251308 
265.7218323136   1.4668740402
