  0.7820353051  -0.8839787354   0.4968492834  -1.3812725808  -0.1067680691  -0.4063719886   1.5574722235  -0.6303379508   0.1145106766   0.8581278655  -0.7336736195   0.3527565322  -1.4049961195  -0.9314328916   0.8368078892   0.0861700224  -0.8643617700   2.0037767843  -1.3362347125  -0.6019186849 
  0.3802238478   0.4553182572  -0.3406161906   1.0229479471   1.1846671761   1.1450079955   1.2083320694  -0.3995280419   0.4056304565  -1.3603068853  -0.2674842882  -1.3626648256   0.2651131727  -0.5100869396   0.4445522340   0.8641907607  -0.3918796191  -0.1483195437   1.0850415009   0.5498481824 
 -1.1831476696  -1.0041184227  -1.4215741003  -0.8300635819   0.8336465317  -1.3185656538   0.0073759743  -0.2899677199  -1.4077306465  -0.5276168094  -0.4960910480  -2.6013305320  -0.9878126910  -0.9622208539   0.5481605406  -0.0384735300  -0.5155052374  -1.0319697246  -0.3493157768  -0.4617586757 
  0.9376740913  -1.7247410687   0.4961817848   1.3342562135  -0.6580308771  -1.7823831757  -1.0002489478   1.4182740045  -0.0304634820  -1.4088920915  -0.5898823558   0.8569036207   0.3113967250   0.8684219696  -0.3033338377  -1.7226587468  -0.4380929410  -0.8142227349  -0.5343830936   0.4037322873 
 -2.1772187416  -1.0598514631  -2.2539017139   0.2553140090   0.6872062868  -0.0773547213   2.1563820506  -0.3073820750   0.0311043418   0.9730721947  -0.3345100794   2.3353513835  -0.2106772586  -0.5521098328   0.1568772461   0.4413657540   1.5838045265  -0.3114429649   0.7000370763   1.1428277612 
 -0.0836603268  -1.3355111795   0.2962820674  -0.8993985658  -0.3531670594   0.9137257441  -0.7189993186  -1.6433478115   1.0701107055  -2.3178573987  -0.0516704249  -0.0589750309  -1.0355729044  -0.5646721868  -0.2458355103  -0.4461678236   0.1627547781   1.5957263062  -1.1261873023  -2.7985645053 
 -0.6549850456  -0.3838828040  -2.7401930390   1.3304226898  -0.0963696797   0.1938645945   1.8980217277   1.1809759386  -0.9484086923   0.7341061675   0.9673422144   2.4378802949   1.3957269465  -1.1620342856   0.1673294343   1.0204194264  -1.9264392271  -1.4652901283   0.6062882876   0.4442971410 
  0.0565446586  -0.5905145607   0.3384979033  -0.2164542564   0.1911514741   0.2758022964   0.2994178556  -0.8635733526  -0.7956491649   0.7442811405  -0.8467213919  -0.1697763597  -0.0732129313  -0.3477285818  -1.1215650176   0.8290495470  -0.1440575539  -1.3068462308  -0.0576467472   1.1062942382 
  0.3888522832  -0.4265378437   1.1958174457  -0.1640119434   1.6968029529  -0.2878500802   0.7026687492  -1.6532000258   0.2381085783   0.4789871497  -0.2990424925   1.1558330938  -0.6634433545   0.3169490933   0.0990362674  -0.2347374793  -1.2922637885  -0.1210255296   2.4017720686  -0.2722717229 
  1.3008149326   0.4500561579   0.0960224736  -0.6292717145   1.2306325015   0.9247467245  -0.6153339964   0.6126589286   0.0282800511  -0.8206004473  -0.2974887794  -0.0984364976  -0.1624221891  -0.6229620466  -1.0468988737  -0.9888888761  -1.3119852160  -0.8569564423   0.2123523055   1.4568821779 
 -3.3680852323  -1.6984910211   1.3285421975   1.0797854152  -0.9583347788   1.1750694079   0.6095946805   0.4058639636   0.9499674856   0.2176452196  -0.2707088987  -0.7790505742   0.6464373881  -2.9505668298   0.6827568868   1.4213031991   0.8843259564   0.6766616119  -0.5651442202  -0.1188532276 
  0.0045447016   1.2446442908  -0.0781154625   1.5101049637   1.9361206674   0.5445205819   0.2580518389   0.5604387021   1.7646361484   1.5184594114   1.1756911979   0.5865646172   0.0502167619  -0.1671274728  -0.2306388948   0.0448683875   0.3739237517   1.3810286377   0.3417513886   2.0806975675 
 -0.0714351789  -0.1918950640   0.6875381998  -0.7557711928   0.0855777196  -0.8848130642  -1.2473924454   0.3061736853  -0.7346231577  -1.6315910814  -0.9655635846  -0.8744010423  -0.1012611888  -1.4363898090  -1.0388024737  -0.9774959847   1.0700565660   0.6951906337  -1.1173390166  -0.3880378932 
  1.2816892528   0.2161661138  -0.9701788346  -0.1907625390   1.8973883048   0.0205472649  -1.1866043651  -1.7356282797  -0.7905005887   0.2778177902  -1.5903415999  -0.8803240507   1.5055736532   0.9208735750  -0.7626908604   0.7752098607   0.2004445157  -0.6185369614  -0.4801286976  -0.1656379364 
  0.7098466557   1.1944598143   0.1454223237  -1.1017281031  -0.8475220114   1.0830193020   1.9541669197   0.7814390045  -0.4168349868  -0.0902543565   0.1069014845  -0.1582974878   1.3928442707  -1.5187504413   1.1182375172   0.5500439028   1.4774510867  -1.3556991844  -0.7953222452  -0.2943075449 
  1.9951710623   1.8758672662  -1.0120231624  -0.1609372779  -0.1142605868  -1.1092003414   0.5977454544  -0.8770099327  -0.7418505185   1.2830812749  -0.6220869409   1.2426076754  -1.1235476142   0.0415556562   0.0084643352   0.8516593874  -0.3212888934   0.3684110315  -0.2669414214   0.4278839119 
  0.6941631989  -1.2954136209  -0.0781826034  -0.1978781642   0.5047719267  -0.1821804063  -1.1736302752   0.0069685810  -1.2576913849   0.5244982865   0.5562563235   1.7079243083   0.8900449994   0.6664540723  -0.3604048063   0.3774325099  -0.4679365676   0.0561840502   0.9590350710  -0.8207818559 
  0.2574562473   0.0415778414   0.2083053104   2.3631579105  -0.6274224656  -1.3258020474   0.3484849127   1.9808152252  -1.0284833309  -1.5690887703  -0.6827868804   1.7893386809  -0.3376125406   0.0893211331  -0.1868693408   2.4796816685   0.0784416987  -0.1911821631   1.3713812120  -0.3108969920 
  1.4868009511   0.2232071034  -0.8492485436   0.6246474896   0.3027275922  -0.5770848962   1.0154008581   0.1464069237  -0.6694692382   0.6445830242   2.4374397849   2.3696933296  -0.0648573465  -0.5561684991  -0.3385031656   0.0341451483  -1.3143529400   1.5385101122   1.1568010159   0.7145575748 
 -0.0410757639  -1.3009791058  -0.2933907218   0.0485061047   0.4496697540  -2.0219863709   0.8237292954  -0.8490899297   0.6687879879  -0.9656851707  -0.5540693884   1.2911926077   1.8051673604  -2.1800145184  -0.4629381536   0.3824546847  -0.1333914299  -0.2159275661   2.0701936537  -0.4897722923 
