 34.8368677937  -0.1406852133  -0.1436989235 
 35.2118366127  -0.0006035257   0.0247908893 
 35.1741178534   0.0277969538   0.0392302910 
 35.1726105328  -0.0080377602  -0.1661137203 
 35.2545672239  -0.1316427305   0.1011897883 
 35.0724286924  -0.1776428930   0.0233466031 
 35.1504280830   0.0866787348   0.0356454466 
 35.3029832674   0.1841174463   0.0673054373 
 35.0854498948   0.0364686463  -0.1219003354 
 35.2866647466  -0.0482191322  -0.0511709919 
 35.3297576605   0.0356260481   0.0216771733 
 35.2831283424  -0.0419848080   0.0558053515 
 35.4027136193  -0.0354289811   0.0960105367 
 35.1024340677  -0.1447068031   0.0013303609 
 34.8350986248   0.0044392149  -0.0864788164 
 35.1018550271  -0.0122110594   0.0687540857 
 35.0369963833  -0.0200807989   0.0019862808 
 35.1557129224  -0.0153856304  -0.0324272847 
 34.9528833432  -0.1277348469   0.1321134964 
 35.4777747793  -0.1134502033   0.2577786830 
 35.1520521650  -0.0666078752   0.0733787533 
 35.0304339088  -0.1788929303  -0.0010199462 
 35.2003823308   0.0713730870   0.0138027990 
 35.0916403367   0.0431984645   0.0434300589 
 34.9713913337  -0.0159459084   0.0156440246 
 35.1633611977  -0.0882358655   0.0899185469 
 35.2764808786   0.0270785657   0.0716225911 
 35.4645859388   0.1362338394   0.1584717420 
 34.9734120290   0.0034539139  -0.0955138309 
 35.4957830360  -0.0319353627   0.1596071735 
 35.3027230195   0.1440676805  -0.1143570776 
 34.8001094717  -0.1747767307  -0.1454081722 
 35.1615648473  -0.0704090343   0.0040420076 
 35.0603522917  -0.0795037334  -0.1319550119 
 34.8781027527  -0.1339981670  -0.0596877686 
 35.4415611150   0.1538474321   0.1042288005 
 35.0775580096  -0.2099131536   0.0453459952 
 35.0994181008   0.1219821681   0.0824077730 
 35.2743429914   0.0811342858  -0.0065779993 
 35.0940362786  -0.0151422613   0.0806848346 
 35.5185466451  -0.0186002965   0.1239438908 
 35.1072592910   0.0475327247  -0.1741100317 
 35.1306849281  -0.0997684723   0.0397220466 
 35.3776539496   0.2128526307   0.1005966157 
 35.3052762466   0.1344046118  -0.1136356330 
 35.5844735461  -0.1347823718   0.3414859642 
 35.0169130605  -0.0629576665   0.0292824455 
 34.7248191375  -0.1971034277  -0.1835559596 
 35.2553616603  -0.0254912133   0.1059128202 
 35.2333288025   0.1345223383  -0.1897968342 
