      3.0000      57.8926
      3.0000      37.7828
      3.0000      52.7520
      3.0000      57.4114
      3.0000      45.6665
      3.0000      63.0489
      3.0000      59.2139
      3.0000      85.2182
      3.0000      30.7187
      3.0000      41.6010
      3.0000      28.8979
      3.0000      46.9406
      3.0000      65.6437
      3.0000      30.2422
      3.0000      82.9435
      3.0000      62.1180
      3.0000      67.3471
      3.0000      35.2167
      3.0000      43.9941
      3.0000      39.7781
      3.0000      69.1380
      3.0000      47.8566
      3.0000      31.1237
      3.0000      63.3442
      3.0000      35.4730
      3.0000      87.7882
      3.0000      69.1314
      3.0000      61.0764
      3.0000      53.3745
      3.0000      60.2484
      3.0000      71.3797
      3.0000      28.1071
      3.0000      49.9274
      3.0000      68.7999
      3.0000      29.1084
      3.0000     106.4842
      3.0000      53.6092
      3.0000      88.5348
      3.0000      45.6614
      3.0000      70.5010
      3.0000      74.0654
      3.0000      41.4057
      3.0000      34.1745
      3.0000      84.2015
      3.0000      50.4898
      3.0000      66.3267
      3.0000      69.4403
      3.0000      67.5787
      3.0000      71.5835
      3.0000      74.5042
      3.0000      89.1614
      3.0000      48.0559
      3.0000      67.0524
      3.0000      44.7218
      3.0000      45.7042
      3.0000      47.7944
      3.0000      69.3776
      3.0000     105.1790
      3.0000      58.1550
      3.0000      51.2155
      3.0000      41.4735
      3.0000      79.6202
      3.0000      38.6097
      3.0000      57.0515
      3.0000      81.0659
      3.0000      44.4411
      3.0000      71.8302
      3.0000      53.9743
      3.0000      50.0856
      3.0000      45.6993
      3.0000     100.3127
      3.0000      59.0719
      3.0000      74.7813
      3.0000      37.6020
      3.0000      91.3859
      3.0000      42.5655
      3.0000      53.9260
      3.0000      62.4183
      3.0000      68.5234
      3.0000      88.1518
      3.0000      51.2975
      3.0000      47.0216
      3.0000      55.0293
      3.0000      57.3442
      3.0000      26.4789
      3.0000      48.0606
      3.0000      47.1910
      3.0000      88.7107
      3.0000      44.8204
      3.0000      87.7081
      3.0000      66.5337
      3.0000      67.8924
      3.0000      64.1853
      3.0000      47.5750
      3.0000      69.5236
      3.0000      53.0379
      3.0000      48.3554
      3.0000      66.1200
      3.0000      34.0603
      3.0000      43.1879
      3.0000      78.5828
      3.0000      39.6102
      3.0000      42.2728
      3.0000      63.0878
      3.0000      74.0109
      3.0000      36.9209
      3.0000      44.0875
      3.0000      42.7251
      3.0000      64.1726
      3.0000      61.4699
      3.0000      54.6963
      3.0000      78.6097
      3.0000      68.3012
      3.0000      59.3993
      3.0000      37.7691
      3.0000      50.2828
      3.0000      61.4280
      3.0000      58.9992
      3.0000      36.5833
      3.0000      43.2926
      3.0000      65.0240
      3.0000      91.1416
      3.0000      80.9995
      3.0000      32.4848
      3.0000      52.6353
      3.0000      85.9924
      3.0000      29.3422
      3.0000      39.0130
      3.0000      75.5051
      3.0000      50.4921
      3.0000      52.4762
      3.0000      35.8253
      3.0000      41.3328
      3.0000      58.4069
      3.0000      34.2489
      3.0000      56.8227
      3.0000     105.8686
      3.0000      78.7568
      3.0000      47.0045
      3.0000      63.6732
      3.0000      74.3864
      3.0000      39.3033
      3.0000      38.1938
      3.0000     107.2918
      3.0000      58.9347
      3.0000      54.3341
      3.0000      55.5121
      3.0000      44.2433
      3.0000      74.6739
      3.0000      72.2264
      3.0000      31.3065
      3.0000      32.7978
      3.0000      73.4428
      3.0000      50.0200
      3.0000      46.2345
      3.0000      32.6227
      3.0000      65.0566
      3.0000      59.9747
      3.0000      57.5310
      3.0000      36.6294
      3.0000      87.9431
      3.0000      33.3378
      3.0000      22.3038
      3.0000      38.9864
      3.0000      45.7069
      3.0000      46.2884
      3.0000      49.0018
      3.0000      41.8669
      3.0000      48.6310
      3.0000      56.8736
      3.0000      78.2169
      3.0000      64.6470
